Water Name,County,Spieces,Quanty,Average Length,Date Stocked,Latitude,Longitude
CEDARVIEW RES,DUCHESNE,CUTTHROAT,4081,1.88,10/30/2023,40.5364831,-110.2128587
CLEAR CR,SEVIER,CUTTHROAT,20112,1.9,9/12/2023,38.7333524,-111.6660725
CLEAR L GR-12,DAGGETT,TIGER TROUT,1021,2.7,7/21/2023,40.9053845,-109.5211063
CLIFF L G-5,SUMMIT,TIGER TROUT,1100,2.83,7/14/2023,40.8297566,-110.9983515
"CORN CR, N FK",MILLARD,CUTTHROAT,2054,2.11,9/19/2023,38.7923092,-112.4250012
CRATER L-LOST L,SEVIER,BROOK TROUT,103,3.24,8/8/2023,38.7333524,-111.6660725
CRESCENT L U-48,DUCHESNE,CUTTHROAT,4678,1.45,9/19/2023,40.2172448,-110.5215459
CROW L DG-3,DUCHESNE,CUTTHROAT,1777,1.45,9/19/2023,40.2172448,-110.5215459
D-26,DUCHESNE,BROOK TROUT,299,2.68,7/13/2023,40.2172448,-110.5215459
"DAVIS L, NORTH U-46",DUCHESNE,BROOK TROUT,401,3.0,7/21/2023,40.2172448,-110.5215459
"DAVIS L, SOUTH U-34",DUCHESNE,BROOK TROUT,621,3.0,7/21/2023,40.2172448,-110.5215459
DEADHORSE L G-77,SUMMIT,CUTTHROAT,3203,1.73,9/19/2023,40.8297566,-110.9983515
DEADMAN CR,SUMMIT,CUTTHROAT,155,8.69,5/31/2023,40.8297566,-110.9983515
DIAMOND FK CR,UTAH,CUTTHROAT,5998,2.48,10/16/2023,40.2262583,-111.6607527
DIAMOND L X-43,DUCHESNE,BROOK TROUT,1299,3.0,7/21/2023,40.2172448,-110.5215459
DIVIDE L NO 1 A-36,SUMMIT,BROOK TROUT,520,2.68,7/14/2023,40.8297566,-110.9983515
DOLLAR L G-2,SUMMIT,TIGER TROUT,1001,2.83,7/14/2023,40.8297566,-110.9983515
ELKHORN L W-64,SUMMIT,BROOK TROUT,104,2.68,7/13/2023,41.0345358,-111.2790274
EPHRAIM CR,SANPETE,CUTTHROAT,3000,2.12,9/20/2023,39.3596841,-111.5863052
"ERICKSON L,NORTH W26",SUMMIT,BROOK TROUT,494,2.68,7/13/2023,40.8297566,-110.9983515
"ERICKSON L,SOUTH W25",SUMMIT,BROOK TROUT,845,2.68,7/13/2023,40.8297566,-110.9983515
FERN L X-5,DUCHESNE,BROOK TROUT,1452,3.0,7/21/2023,40.2172448,-110.5215459
FERRON CR,EMERY,CUTTHROAT,16990,2.03,10/17/2023,39.1204043,-111.2561976
G-113,SUMMIT,CUTTHROAT,276,1.73,9/19/2023,40.8297566,-110.9983515
GARRISON RES(PRUESS),MILLARD,CHANNEL CATFISH,3500,2.89,9/26/2023,38.9373514,-114.031767
GILBERT L U-82,DUCHESNE,CUTTHROAT,1123,1.45,9/19/2023,40.2172448,-110.5215459
GR-162,SUMMIT,BROOK TROUT,697,3.0,7/21/2023,40.8297566,-110.9983515
HALLS FK,UTAH,CUTTHROAT,2999,2.48,10/16/2023,40.2262583,-111.6607527
HAYSTACK L A-9,SUMMIT,BROOK TROUT,897,2.68,7/13/2023,40.8297566,-110.9983515
HEART L X-13,DUCHESNE,CUTTHROAT,561,1.45,9/19/2023,40.2172448,-110.5215459
HESSIE L G-18,SUMMIT,CUTTHROAT,2651,1.73,9/19/2023,40.8297566,-110.9983515
HIDDEN L GR-112,SUMMIT,CUTTHROAT,276,1.73,9/19/2023,40.8297566,-110.9983515
HIDDEN L WR-63,DUCHESNE,CUTTHROAT,1029,1.45,9/19/2023,40.2172448,-110.5215459
HONEYMOON L NB,WAYNE,BROOK TROUT,104,2.57,7/10/2023,38.3337024,-110.8076084
HOOVER L Z-10,DUCHESNE,BROOK TROUT,1404,2.68,7/13/2023,40.2172448,-110.5215459
HORSESHOE L WR-67,DUCHESNE,CUTTHROAT,936,1.45,9/19/2023,40.2172448,-110.5215459
HOUR GLASS L A-48,SUMMIT,CUTTHROAT,750,2.28,9/19/2023,40.8297566,-110.9983515
HUNTINGTON CR,EMERY,CUTTHROAT,4315,2.03,10/17/2023,39.3266354,-110.9646113
HUNTINGTON G F PONDS,EMERY,RAINBOW,250,10.14,5/10/2023,39.3266354,-110.9646113
IBANTIK L W-24,SUMMIT,BROOK TROUT,494,2.68,7/13/2023,40.7143185,-110.950291
INDIAN PEAKS RES,BEAVER,RAINBOW,105,12.24,5/2/2023,38.2669053,-113.8752521
ISLAND L A-57,SUMMIT,CUTTHROAT,3023,2.28,9/19/2023,40.8297566,-110.9983515
ISLAND L G-9,SUMMIT,TIGER TROUT,1001,2.83,7/14/2023,40.8297566,-110.9983515
JEAN L Z-41,DUCHESNE,BROOK TROUT,2006,3.0,7/21/2023,40.2172448,-110.5215459
JENSEN POND,CACHE,RAINBOW,221,15.83,3/15/2023,41.7560026,-111.7614661
JOHN L FLAT CREEK,IRON,CUTTHROAT,1090,1.87,9/11/2023,37.6372004,-112.7085499
JUDY L GR-25,SUMMIT,TIGER TROUT,350,2.7,7/21/2023,40.8297566,-110.9983515
JUNIOR L A-56,SUMMIT,CUTTHROAT,300,2.28,9/19/2023,40.8297566,-110.9983515
KAMAS RES W-40,SUMMIT,TIGER TROUT,902,2.83,7/14/2023,40.643007,-111.2807384
KINGS L Y-22,DUCHESNE,CUTTHROAT,1029,1.45,9/19/2023,40.2172448,-110.5215459
LAKE CYN,DUCHESNE,CUTTHROAT,901,4.76,5/30/2023,40.0633032,-110.6168322
LAKE POWELL,KANE,CHUB,30100,3.58,3/31/2023,37.0682619,-111.2433108
LAMB L GR-19,DAGGETT,CUTTHROAT,497,1.73,9/19/2023,40.9053845,-109.5211063
LAMBS CR,SALT LAKE,CUTTHROAT,1000,3.18,10/31/2023,40.644188,-111.9522491
LEFT HAND RES NBS,WAYNE,BROOK TROUT,296,2.57,7/10/2023,38.3337024,-110.8076084
LF-37,DUCHESNE,BROOK TROUT,296,3.0,7/21/2023,40.2172448,-110.5215459
LILY PAD L X-2,DUCHESNE,BROOK TROUT,1003,3.0,7/21/2023,40.2172448,-110.5215459
LITTLE DIAMOND CR,UTAH,CUTTHROAT,799,2.48,10/16/2023,40.0966287,-111.5706786
LITTLE HIDDEN L W-21,SUMMIT,BROOK TROUT,468,2.68,7/14/2023,40.8297566,-110.9983515
LOFTY L W-41,SUMMIT,CUTTHROAT,199,2.28,9/19/2023,40.8297566,-110.9983515
LOST L GR-4,SUMMIT,CUTTHROAT,221,1.73,9/19/2023,40.8297566,-110.9983515
LOUDER CR,IRON,CUTTHROAT,1526,1.87,9/11/2023,37.7854715,-113.1918021
MANNING CR,PIUTE,CUTTHROAT,2500,2.25,10/4/2023,38.4045058,-112.1502396
MARSHALL L Z-11,DUCHESNE,BROOK TROUT,1794,2.68,7/13/2023,40.2172448,-110.5215459
MCPHETERS L BR-14,SUMMIT,TIGER TROUT,946,2.83,7/14/2023,40.8297566,-110.9983515
MILL HOLLOW,WASATCH,BROOK TROUT,1500,3.07,7/5/2023,40.4905057,-111.1063991
MONTEZ CR RES,UINTAH,CHANNEL CATFISH,300,2.89,9/28/2023,40.1069499,-109.3783206
MT DELL CR,SALT LAKE,CUTTHROAT,3000,3.18,10/31/2023,40.7502537,-111.7008897
MUMFORD RES,BEAVER,TIGER TROUT,53,2.87,7/11/2023,38.3266376,-113.287085
MUTTON L GR-23,DAGGETT,CUTTHROAT,387,1.73,9/19/2023,40.9053845,-109.5211063
NEBO CR,UTAH,CUTTHROAT,6002,3.18,11/2/2023,39.9399033,-111.5706786
NELLIE L WR-75,DUCHESNE,CUTTHROAT,281,1.45,9/19/2023,40.2172448,-110.5215459
NORTH CR RES,GARFIELD,TIGER TROUT,2500,10.0,9/13/2023,37.8400344,-111.2845025
OKEY DOKE L U-5,DUCHESNE,CUTTHROAT,655,1.45,9/19/2023,40.2172448,-110.5215459
OLSON L W-32,SUMMIT,BROOK TROUT,702,2.68,7/13/2023,40.7235427,-111.3214023
OTTER L EMW,GARFIELD,BROOK TROUT,152,2.63,7/11/2023,37.8400344,-111.2845025
PARLEYS CR,SALT LAKE,CUTTHROAT,2000,3.18,10/31/2023,40.72025,-111.8165157
PINTO L X-22,DUCHESNE,BROOK TROUT,5100,3.0,7/21/2023,40.2172448,-110.5215459
"POTTER L,UPPER GR-28",DAGGETT,CUTTHROAT,1491,1.73,9/19/2023,40.9053845,-109.5211063
"PROVO R, UPPER, S FK",WASATCH,CUTTHROAT,6886,2.98,10/30/2023,40.2338438,-111.6585337
QUEANT L WR-4,DUCHESNE,CUTTHROAT,936,1.45,9/19/2023,40.2172448,-110.5215459
RAM L GR-24,DAGGETT,CUTTHROAT,497,1.73,9/19/2023,40.9053845,-109.5211063
RECAPTURE RES,SAN JUAN,CRAPPIE BLACK,4000,3.15,5/4/2023,37.4634157,-109.7591675
RED BUTTE CR,SALT LAKE,CUTTHROAT,991,3.18,10/31/2023,40.7661478,-111.8247707
RED PINE L,SALT LAKE,CUTTHROAT,2999,2.28,9/19/2023,40.644188,-111.9522491
"RED PINE L, UPPER",SALT LAKE,CUTTHROAT,3996,2.28,9/19/2023,40.644188,-111.9522491
REDMOND L,SEVIER,CRAPPIE BLACK,10000,3.15,5/4/2023,39.0060727,-111.8618705
REED VALLEY CREEK,IRON,CUTTHROAT,1526,1.87,9/11/2023,37.6204034,-112.7024724
REIDS L W-38,SUMMIT,BROOK TROUT,494,2.68,7/13/2023,40.8297566,-110.9983515
ROBERTS L U-15,DUCHESNE,CUTTHROAT,1216,1.45,9/19/2023,40.2172448,-110.5215459
ROCK L A-10,SUMMIT,TIGER TROUT,396,2.83,7/14/2023,40.8297566,-110.9983515
"ROCK L, MIDDLE WR-16",DUCHESNE,CUTTHROAT,468,1.45,9/19/2023,40.2172448,-110.5215459
"ROCK L, UPPER WR-14",DUCHESNE,CUTTHROAT,1684,1.45,9/19/2023,40.2172448,-110.5215459
ROSEBUD JUNE SUCKER 1,BOX ELDER,SUCKER,1000,6.55,9/27/2023,41.5380087,-113.1918021
ROSEBUD JUNE SUCKER 2,BOX ELDER,SUCKER GREEN,481,6.62,9/20/2023,41.5380087,-113.1918021
ROSEBUD TOP POND,BOX ELDER,RAINBOW,502,7.11,9/19/2023,41.5380087,-113.1918021
RUDOLPH L NO 1 X-39,DUCHESNE,BROOK TROUT,2206,3.0,7/21/2023,40.2172448,-110.5215459
SALAMANDER L BR-26,SUMMIT,BROOK TROUT,403,2.68,7/13/2023,40.8297566,-110.9983515
SAN RAFAEL R,EMERY,CHUB,1887,10.56,4/18/2023,39.0738385,-110.7122465
SANDY L GR-45,UINTAH,CUTTHROAT,748,1.45,9/19/2023,40.1867357,-109.3306636
SCOW L BR-12,SUMMIT,BROOK TROUT,1703,2.68,7/13/2023,40.8297566,-110.9983515
SENCEBALL,BEAVER,BROOK TROUT,97,2.63,7/11/2023,38.3266376,-113.287085
SHARLEE L WR-57,DUCHESNE,CUTTHROAT,655,1.45,9/19/2023,40.2172448,-110.5215459
SIXTH WATER,UTAH,CUTTHROAT,5002,2.48,10/16/2023,40.1508688,-111.2469927
"SMITHS FK, W FK",SUMMIT,CUTTHROAT,293,13.28,7/19/2023,40.8297566,-110.9983515
SNOW L GR-130,SUMMIT,CUTTHROAT,939,1.73,9/19/2023,40.8297566,-110.9983515
SONNY L X-12,DUCHESNE,BROOK TROUT,403,2.68,7/13/2023,40.2172448,-110.5215459
SOWERS CR,DUCHESNE,CUTTHROAT,521,6.54,8/2/2023,40.2172448,-110.5215459
STATE MENTAL HOS PD,UTAH,RAINBOW,402,9.46,9/11/2023,40.0966287,-111.5706786
TAMARA L WR-73,DUCHESNE,CUTTHROAT,842,1.45,9/19/2023,40.2172448,-110.5215459
TEDS L WR-44,UINTAH,BROOK TROUT,697,3.0,7/21/2023,40.1069499,-109.3783206
"TEEPEE L,LOWER GR-29",DAGGETT,CUTTHROAT,387,1.73,9/19/2023,40.9053845,-109.5211063
"TEEPEE L,UPPER GR-30",DAGGETT,TIGER TROUT,598,2.7,7/21/2023,40.9053845,-109.5211063
TIE FK CR,UTAH,CUTTHROAT,1248,3.18,11/2/2023,40.2262583,-111.6607527
TUNGSTEN L X-107,DUCHESNE,CUTTHROAT,1029,1.45,9/19/2023,40.2172448,-110.5215459
TWO MILE CYN,EMERY,CUTTHROAT,983,3.11,9/19/2023,39.103212,-111.216834
U- 37,DUCHESNE,BROOK TROUT,649,3.0,7/21/2023,40.2172448,-110.5215459
U- 38,DUCHESNE,CUTTHROAT,842,1.45,9/19/2023,40.2172448,-110.5215459
U- 42,DUCHESNE,CUTTHROAT,748,1.45,9/19/2023,40.2172448,-110.5215459
U- 45,DUCHESNE,CUTTHROAT,468,1.45,9/19/2023,40.2172448,-110.5215459
U- 93,DUCHESNE,CUTTHROAT,561,1.45,9/19/2023,40.2172448,-110.5215459
UPPER BELLS RES,SALT LAKE,CUTTHROAT,4001,2.28,9/19/2023,40.5413383,-111.7421522
"VIRGIN R, E FK",KANE,BROWN TROUT,5150,2.95,5/1/2023,37.293251,-112.4291464
WHITE PINE L,SALT LAKE,CUTTHROAT,4001,2.28,9/19/2023,40.6586147,-111.9038346
WILLARD CR,BOX ELDER,RAINBOW,198,8.91,3/29/2023,41.4127699,-112.0408891
WILLOW POND,BOX ELDER,SUNFISH BLUEGILL,1607,2.55,9/22/2023,41.5380087,-113.1918021
WYMAN L Z-14,DUCHESNE,BROOK TROUT,546,2.68,7/13/2023,40.2172448,-110.5215459
X- 86,DUCHESNE,BROOK TROUT,697,3.0,7/21/2023,40.2172448,-110.5215459
X- 89,DUCHESNE,CUTTHROAT,374,1.45,9/19/2023,40.2172448,-110.5215459
AMBER'S MUDDY HOLE,SANPETE,BROOK TROUT,201,2.97,7/14/2022,39.0742731,-111.47273
AMLEN L X-99,DUCHESNE,BROOK TROUT,612,2.75,6/29/2022,40.2172448,-110.5215459
AMOEBA L X-90,DUCHESNE,CUTTHROAT,594,1.57,9/23/2022,40.2172448,-110.5215459
ANN L WR-74,DUCHESNE,CUTTHROAT,223,1.57,9/23/2022,40.2172448,-110.5215459
"ANSON L ,EAST GR-13",DAGGETT,BROOK TROUT,765,3.62,7/6/2022,40.9053845,-109.5211063
AUDRY L RC-45,DUCHESNE,BROOK TROUT,1000,2.92,7/11/2022,40.2172448,-110.5215459
BATTLE CR,UTAH,CUTTHROAT,1000,2.43,9/19/2022,40.3699083,-111.6870939
BEARD L U-74,DUCHESNE,BROOK TROUT,481,3.62,7/6/2022,40.2172448,-110.5215459
BIG BEAR CR,SANPETE,CUTTHROAT,12000,1.68,9/26/2022,39.22025498923785,-111.3709501164909
BIG COTTONWOOD CR,SALT LAKE,CUTTHROAT,2704,2.3,9/21/2022,40.6384945,-111.8200666
BIG CR,RICH,CUTTHROAT,5024,7.58,6/7/2022,41.5629707,-111.1891151
BLACK L X-132,DUCHESNE,BROOK TROUT,1188,2.75,6/29/2022,40.2172448,-110.5215459
BLUE L Z-32,DUCHESNE,TIGER TROUT,1418,2.65,6/28/2022,40.2172448,-110.5215459
BLUE RIBBON #4,SANPETE,BROOK TROUT,57,2.97,7/14/2022,39.3090085,-111.5706786
BOWDEN L U-32,DUCHESNE,BROOK TROUT,450,3.62,7/6/2022,40.2172448,-110.5215459
BR- 2,SUMMIT,BROOK TROUT,96,2.75,6/27/2022,40.8297566,-110.9983515
BR-24,SUMMIT,TIGER TROUT,257,2.65,6/28/2022,40.8297566,-110.9983515
BR-34,SUMMIT,TIGER TROUT,243,2.65,6/28/2022,40.8297566,-110.9983515
BROWN DUCK L X-31,DUCHESNE,MUSKIE TIGER,150,3.39,7/6/2022,40.2172448,-110.5215459
BUCKLEY SPRING,DUCHESNE,CUTTHROAT,999,1.95,10/20/2022,40.2172448,-110.5215459
CABIN L RC-42,DUCHESNE,CUTTHROAT,520,1.57,9/23/2022,40.2172448,-110.5215459
"CARROL L, EAST X-21",DUCHESNE,CUTTHROAT,783,1.91,9/23/2022,40.2172448,-110.5215459
"CARROL L, UPPER X-18",DUCHESNE,BROOK TROUT,3503,3.7,6/30/2022,40.2172448,-110.5215459
CARROT L U-17,DUCHESNE,BROOK TROUT,1610,3.62,7/6/2022,40.2172448,-110.5215459
CASTLE VALLEY CR,IRON,CUTTHROAT,4002,2.01,9/12/2022,37.6949721,-112.7711179
CHEPETA L WR-64,DUCHESNE,BROOK TROUT,1838,3.7,6/30/2022,40.7866179,-110.0157094
CLEMENTS RES X-74,DUCHESNE,CUTTHROAT,5424,1.57,9/23/2022,40.2172448,-110.5215459
CLIFF L A-34,SUMMIT,TIGER TROUT,621,2.65,6/28/2022,40.8297566,-110.9983515
CLYDE L A-28,SUMMIT,BROOK TROUT,1596,2.75,6/27/2022,40.8297566,-110.9983515
COLORADO R,SAN JUAN,CHUB,1989,9.42,4/18/2022,37.4634157,-109.7591675
COLOROW (ASPEN) X-63,DUCHESNE,BROOK TROUT,851,3.62,7/6/2022,40.2172448,-110.5215459
COLUMBINE L GR-116,SUMMIT,TIGER TROUT,427,3.69,7/6/2022,40.8297566,-110.9983515
COVE CR,SANPETE,CUTTHROAT,3900,1.68,9/26/2022,39.3090085,-111.5706786
CUBERANT NO 3 W-44,SUMMIT,BROOK TROUT,396,2.75,6/27/2022,40.7388168,-110.9137809
CUBERANT NO 4 W-45,SUMMIT,TIGER TROUT,2214,2.65,6/28/2022,40.7388168,-110.9137809
DEER L X-55,DUCHESNE,CUTTHROAT,1483,1.91,9/23/2022,40.2172448,-110.5215459
DF- 4,UINTAH,CUTTHROAT,743,1.57,9/23/2022,40.1069499,-109.3783206
DOLORES R,GRAND,CHUB,1860,9.48,4/19/2022,39.0857902,-109.7591675
DRIFT RES Y-41,DUCHESNE,BROOK TROUT,740,3.7,6/30/2022,40.2172448,-110.5215459
EAST FORK FARM CK DC,DUCHESNE,CUTTHROAT,4002,2.01,10/25/2022,40.2172448,-110.5215459
EAST SLIDE L LF-44,DUCHESNE,BROOK TROUT,321,3.62,7/6/2022,40.2172448,-110.5215459
FIRE L A-14,SUMMIT,CUTTHROAT,1524,2.51,9/19/2022,40.8297566,-110.9983515
FISH HATCHERY L X-6,DUCHESNE,CUTTHROAT,3566,1.57,9/23/2022,40.2172448,-110.5215459
FISH L GR-125,SUMMIT,BROOK TROUT,4589,3.7,6/30/2022,40.8297566,-110.9983515
FOX RES U-47,DUCHESNE,BROOK TROUT,8104,3.7,6/30/2022,40.2172448,-110.5215459
G- 40,SUMMIT,BROOK TROUT,301,3.7,6/30/2022,40.8297566,-110.9983515
G- 67,SUMMIT,BROOK TROUT,774,3.03,9/26/2022,40.8297566,-110.9983515
G- 82,SUMMIT,BROOK TROUT,189,3.03,9/26/2022,40.8297566,-110.9983515
GATES L LF-34,DUCHESNE,BROOK TROUT,265,3.62,7/6/2022,40.2172448,-110.5215459
GIBBY L RC-30,DUCHESNE,CUTTHROAT,288,1.91,9/23/2022,40.2172448,-110.5215459
GOVERNORS L Z-24,DUCHESNE,BROOK TROUT,3660,2.75,6/29/2022,40.2172448,-110.5215459
GR-154,SUMMIT,BROOK TROUT,216,2.75,6/29/2022,40.8297566,-110.9983515
GR-155,SUMMIT,BROOK TROUT,216,2.75,6/29/2022,40.8297566,-110.9983515
GRANDADDY L X-9,DUCHESNE,CUTTHROAT,17304,1.91,9/23/2022,40.2172448,-110.5215459
HAYDEN L BR-36,SUMMIT,TIGER TROUT,473,2.65,6/28/2022,40.8297566,-110.9983515
HELL HOLE L WR-65,DUCHESNE,CUTTHROAT,372,1.57,9/23/2022,40.2172448,-110.5215459
HELLER L DG-28,DUCHESNE,CUTTHROAT,989,1.91,9/23/2022,40.2172448,-110.5215459
HIDDEN L DG-27,DUCHESNE,BROOK TROUT,1283,3.62,7/6/2022,40.2172448,-110.5215459
HIDDEN L GR-149,SUMMIT,BROOK TROUT,708,2.75,6/29/2022,40.8297566,-110.9983515
HOLMAN CR,UTAH,CUTTHROAT,506,2.7,10/20/2022,40.4894853,-111.6102994
ISLAND RES X-34,DUCHESNE,CUTTHROAT,1648,1.91,9/23/2022,40.2172448,-110.5215459
JACK L X-133,DUCHESNE,BROOK TROUT,216,2.75,6/29/2022,40.2172448,-110.5215459
JILL L X-111,DUCHESNE,BROOK TROUT,288,2.75,6/29/2022,40.2172448,-110.5215459
"KIBAH L, EAST DF-11",UINTAH,BROOK TROUT,253,3.62,7/6/2022,40.1069499,-109.3783206
"KIDNEY L, WEST U-26",DUCHESNE,BROOK TROUT,2992,3.62,7/6/2022,40.2172448,-110.5215459
LAKE EMILY,WAYNE,BROOK TROUT,51,3.26,8/3/2022,38.3337024,-110.8076084
LAKESHORE L GR-34,UINTAH,MUSKIE TIGER,150,3.39,7/6/2022,40.1069499,-109.3783206
LF- 8,DUCHESNE,CUTTHROAT,700,1.91,9/23/2022,40.2172448,-110.5215459
LIGHTNING L X-127,DUCHESNE,BROOK TROUT,708,2.75,6/29/2022,40.2172448,-110.5215459
LILLY L U-23,DUCHESNE,BROOK TROUT,802,3.62,7/6/2022,40.2172448,-110.5215459
LILY L S-15,DUCHESNE,BROOK TROUT,1994,3.7,6/30/2022,40.2172448,-110.5215459
LITTLE BLUE L GR-48,UINTAH,BROOK TROUT,598,3.62,7/6/2022,40.1069499,-109.3783206
LITTLE DEER CR,WASATCH,CUTTHROAT,617,2.3,9/21/2022,40.4303836,-111.5526227
LODGEPOLE L X-3,DUCHESNE,BROOK TROUT,1716,2.75,6/29/2022,40.2172448,-110.5215459
LORENA L BR-46,SUMMIT,BROOK TROUT,1197,3.03,9/26/2022,40.8297566,-110.9983515
LOWER COW POND,SANPETE,BROOK TROUT,57,2.97,7/14/2022,39.3090085,-111.5706786
"MANTI CR, S FK",SANPETE,CUTTHROAT,8100,2.12,9/19/2022,39.2682951,-111.6368627
MARGIE L X-129,DUCHESNE,BROOK TROUT,768,2.75,6/29/2022,40.2172448,-110.5215459
MARGO L Z-23,DUCHESNE,CUTTHROAT,1112,1.91,9/23/2022,40.2172448,-110.5215459
MARSELL L X-11,DUCHESNE,CUTTHROAT,1635,1.57,9/23/2022,40.2172448,-110.5215459
MEADOW CREEK LAKE,IRON,CUTTHROAT,992,2.01,9/12/2022,37.7854715,-113.1918021
MEADOW L W-27,SUMMIT,TIGER TROUT,2214,2.65,6/28/2022,40.8297566,-110.9983515
MID L X-42,DUCHESNE,BROOK TROUT,660,2.75,6/29/2022,40.2172448,-110.5215459
MORAT 1 L Z-31,DUCHESNE,CUTTHROAT,1337,1.57,9/23/2022,40.2172448,-110.5215459
NEIL L W-31,SUMMIT,BROOK TROUT,60,2.75,6/27/2022,40.8297566,-110.9983515
NORTHWEST SUNSET POND,SALT LAKE,CHANNEL CATFISH,234,11.7,6/2/2022,40.5357797,-111.8693414
"OTTOSON L,UPPER X-87",DUCHESNE,CUTTHROAT,669,1.57,9/23/2022,40.2641683,-110.2184652
PALISADE L Z-28,DUCHESNE,BROOK TROUT,1416,2.75,6/29/2022,40.2172448,-110.5215459
PAUL L DF-18,UINTAH,BROOK TROUT,1098,3.62,7/6/2022,40.1069499,-109.3783206
"PAYSON CR, RT FK",UTAH,CUTTHROAT,2006,2.56,10/20/2022,40.0435822,-111.7323853
PIDGEON WATERS,DUCHESNE,RAINBOW,201,9.18,6/3/2022,40.2172448,-110.5215459
POWELL L Z-30,DUCHESNE,CUTTHROAT,2675,1.57,9/23/2022,40.2172448,-110.5215459
"PROVO R, LOWER, N FK",UTAH,CUTTHROAT,2087,2.51,9/19/2022,40.2262583,-111.6607527
PYRAMID L Z-17,DUCHESNE,BROOK TROUT,756,2.75,6/27/2022,40.2172448,-110.5215459
RASMUSSEN L NO1 WR35,DUCHESNE,BROOK TROUT,1536,3.62,7/6/2022,40.2172448,-110.5215459
RASMUSSEN L NO2 WR36,DUCHESNE,BROOK TROUT,1394,3.62,7/6/2022,40.2172448,-110.5215459
RC-36,DUCHESNE,BROOK TROUT,300,2.92,7/11/2022,40.2172448,-110.5215459
READER L WR-66,DUCHESNE,CUTTHROAT,743,1.57,9/23/2022,40.2172448,-110.5215459
RED BELLY L GR-51,UINTAH,CUTTHROAT,618,1.91,9/23/2022,40.1069499,-109.3783206
ROCK I L X-96,DUCHESNE,BROOK TROUT,492,2.75,6/29/2022,40.2172448,-110.5215459
ROSALIE L X-130,DUCHESNE,BROOK TROUT,828,2.75,6/29/2022,40.2172448,-110.5215459
RUDOLPH L NO 2 X-40,DUCHESNE,BROOK TROUT,300,2.75,6/29/2022,40.2172448,-110.5215459
SANTAQUIN CR,UTAH,CUTTHROAT,2008,2.7,10/20/2022,39.9207409,-111.7203662
SAUCER L WR-41,UINTAH,BROOK TROUT,302,3.62,7/6/2022,40.1069499,-109.3783206
SEA LION L RC-11,DUCHESNE,CUTTHROAT,783,1.91,9/23/2022,40.2172448,-110.5215459
SHAMROCK L X-98,DUCHESNE,BROOK TROUT,1848,2.75,6/29/2022,40.2172448,-110.5215459
"SOLDIER CR, S FK",UTAH,CUTTHROAT,1506,2.3,9/21/2022,40.1214588,-111.6033772
SPIDER L X-109,DUCHESNE,BROOK TROUT,2129,3.62,7/6/2022,40.2172448,-110.5215459
SQUAW L X-95,DUCHESNE,BROOK TROUT,1056,2.75,6/29/2022,40.2172448,-110.5215459
STEWART L,UINTAH,CHUB,105,10.05,6/30/2022,40.1069499,-109.3783206
TAYLOR L WR-8,DUCHESNE,BROOK TROUT,2497,3.7,6/30/2022,40.2172448,-110.5215459
TEAL L BR-32,SUMMIT,TIGER TROUT,716,2.65,6/28/2022,40.660678,-111.280806
"TWELVE MILE CR, N FK",SANPETE,CUTTHROAT,8100,2.12,9/19/2022,39.1448744,-111.5369819
U- 19,DUCHESNE,BROOK TROUT,1610,3.62,7/6/2022,40.2172448,-110.5215459
U- 50,DUCHESNE,BROOK TROUT,902,3.7,6/30/2022,40.2172448,-110.5215459
U- 79,DUCHESNE,BROOK TROUT,798,3.7,6/30/2022,40.2172448,-110.5215459
U- 89,DUCHESNE,BROOK TROUT,642,3.62,7/6/2022,40.2172448,-110.5215459
VIRGIN R,WASHINGTON,CHUB,972,4.06,11/7/2022,37.208316,-113.1882792
W-59,SUMMIT,BROOK TROUT,153,3.03,9/26/2022,40.8297566,-110.9983515
W-62,SUMMIT,BROOK TROUT,204,2.75,6/27/2022,40.8297566,-110.9983515
WALK-UP L WR-55,DUCHESNE,BROOK TROUT,1832,3.62,7/6/2022,40.2172448,-110.5215459
WATKINS L WR-48,UINTAH,BROOK TROUT,1795,3.62,7/6/2022,40.1069499,-109.3783206
WEST JORDAN BIG BEND,SALT LAKE,SUNFISH BLUEGILL,1384,3.36,9/22/2022,40.5941155,-111.914855
WHITE MILLER L X-54,DUCHESNE,BROOK TROUT,1098,3.7,6/30/2022,40.2172448,-110.5215459
WILLOW CR,WASATCH,CUTTHROAT,3103,2.18,10/17/2022,40.3156907,-111.2071466
WOOLEY L WR-40,UINTAH,BROOK TROUT,1000,3.62,7/6/2022,40.3836721,-109.6013143
X- 24,DUCHESNE,CUTTHROAT,1566,1.91,9/23/2022,40.2172448,-110.5215459
X- 25,DUCHESNE,CUTTHROAT,1689,1.91,9/23/2022,40.2172448,-110.5215459
X- 51,DUCHESNE,CUTTHROAT,412,1.91,9/23/2022,40.2172448,-110.5215459
X- 57,DUCHESNE,BROOK TROUT,938,3.62,7/6/2022,40.2172448,-110.5215459
X- 61,DUCHESNE,CUTTHROAT,371,1.91,9/23/2022,40.2172448,-110.5215459
X- 62,DUCHESNE,CUTTHROAT,453,1.91,9/23/2022,40.2172448,-110.5215459
X- 84,DUCHESNE,BROOK TROUT,506,3.62,7/6/2022,40.2172448,-110.5215459
Y-19,DUCHESNE,BROOK TROUT,555,3.62,7/6/2022,40.2172448,-110.5215459
